FAWN Station,Period,2m T avg (F),2m T min (F),2m T max (F),Tsoil avg-10cm  (F),Tsoil min(avg)-10cm  (F),Tsoil max(avg)-10cm  (F),2m DewPt avg (F),RelHum avg 2m  (pct),2m Rain tot (in),2m Rain max over 15min (in),SolRad avg2m  (w/m^2),10m Wind avg (mph),10m Wind min (mph),10m Wind max (mph),WDir avg10m  (deg),BP avg (mb),N (# obs),2m WetBulb (F),Year,Month,Day,DayOfWeek,Quarter,WeekOfYear,Season,Temp_Range,Soil_Temp_Range,Temp_Category,Apparent_Temp,Wind_Range,Wind_Category,Wind_Chill,Rain_Category,Has_Rain,Rain_Intensity,Humidity_Comfort,Dewpoint_Comfort,Solar_Category,Comfort_Index,Weather_Severity,Station_Avg_Temp,Station_Avg_Rain,Temp_Deviation_From_Station,Temp_Humidity_Interaction,Wind_Rain_Interaction
Homestead,04/10/2024,82.16,76.24,90.25,84.73,83.35,86.29,76.38,83,0,0,205.55,5.51,0.4,18.54,64,1011,96,77.89,2024,10,4,4,4,40,Fall,14.01,2.94,Warm,85.490624,18.14,Light,82.16,No Rain,0,0,Very Humid,Oppressive,Moderate,89.24761444,0.8284,75.68608577,0.199516423,6.473914234,6819.28,0
Homestead,05/10/2024,76.64,73.42,82.51,84.1,83.48,85.46,74.82,94,0.27,0.09,86.93,4.37,0.02,15.86,53,1010,96,75.32,2024,10,5,5,4,40,Fall,9.09,1.98,Warm,78.699728,15.84,Calm,76.64,Moderate,1,0.36,Very Humid,Oppressive,Low,84.31537218,1.0468,75.68608577,0.199516423,0.953914234,7204.16,1.1799
Homestead,06/10/2024,76.01,73.99,81,82.26,81.5,83.43,74.76,96,1.07,0.12,55.15,4.72,0.07,19.28,95,1007,95,75.1,2024,10,6,6,4,40,Fall,7.01,1.93,Warm,77.913968,19.21,Calm,76.01,Very Heavy,1,0.48,Very Humid,Oppressive,Low,84.29579048,2.6293,75.68608577,0.199516423,0.323914234,7296.96,5.0504
Homestead,07/10/2024,76.12,74.53,81.61,81.48,80.82,82.06,75.24,97,1.49,0.19,49.36,3.88,0.02,17.76,289,1003,96,75.48,2024,10,7,0,4,41,Fall,7.08,1.24,Warm,78.079012,17.74,Calm,76.12,Very Heavy,1,0.76,Very Humid,Oppressive,Low,81.19991468,3.4412,75.68608577,0.199516423,0.433914234,7383.64,5.7812
Homestead,08/10/2024,76.82,74.52,83.14,80.84,80.2,81.95,75.77,97,0.47,0.02,69.4,2.87,0,11.25,274,1002,96,76.05,2024,10,8,1,4,41,Fall,8.62,1.75,Warm,79.003082,11.25,Calm,76.82,Moderate,1,0.08,Very Humid,Oppressive,Low,77.9623331,1.3958,75.68608577,0.199516423,1.133914234,7451.54,1.3489
Homestead,09/10/2024,82.16,75.63,87.24,81.36,80.67,81.99,78,88,0.89,0.05,114.8,15.23,0.47,40.91,151,1001,96,79.06,2024,10,9,2,4,41,Fall,11.61,1.32,Warm,85.691264,40.44,Fresh,82.16,Heavy,1,0.2,Very Humid,Oppressive,Low,58.70616891,2.9972,75.68608577,0.199516423,6.473914234,7230.08,13.5547
Homestead,10/10/2024,80.63,74.17,86.83,81.97,80.76,83.61,73.38,79,0,0,215.37,11.65,1.5,29.95,279,1004,96,75.39,2024,10,10,3,4,41,Fall,12.66,2.85,Warm,83.401241,28.45,Moderate,80.63,No Rain,0,0,Humid,Oppressive,Moderate,74.52473875,0.9975,75.68608577,0.199516423,4.943914234,6369.77,0
Homestead,11/10/2024,75.49,72.23,84.45,81.73,80.73,82.83,72.76,92,0.38,0.11,135.21,5.48,0.07,19.57,9,1011,96,73.54,2024,10,11,4,4,41,Fall,12.22,2.1,Warm,77.156764,19.5,Light,75.49,Moderate,1,0.44,Very Humid,Oppressive,Low,87.15827421,1.2537,75.68608577,0.199516423,-0.196085766,6945.08,2.0824
Homestead,12/10/2024,75.35,72.54,82.08,80.92,80.33,81.45,73.43,94,0.76,0.22,81.95,5.68,0.05,19.75,48,1012,96,73.97,2024,10,12,5,4,41,Fall,9.54,1.12,Warm,77.00957,19.7,Light,75.35,Heavy,1,0.88,Very Humid,Oppressive,Low,85.31019201,2.0147,75.68608577,0.199516423,-0.336085766,7082.9,4.3168
Homestead,13/10/2024,77.8,73.38,84.31,81.02,79.92,82.4,74.78,91,0.01,0.01,163.58,6.09,0.16,18.99,45,1012,96,75.6,2024,10,13,6,4,41,Fall,10.93,2.48,Warm,80.14234,18.83,Light,77.8,Light,1,0.04,Very Humid,Oppressive,Low,84.75484567,0.6536,75.68608577,0.199516423,2.113914234,7079.8,0.0609
Homestead,14/10/2024,78.48,72.88,87.35,81.77,80.4,83.19,74.08,87,0,0,176.14,4.13,0.02,15.84,27,1013,96,75.3,2024,10,14,0,4,42,Fall,14.47,2.79,Warm,80.914608,15.82,Calm,78.48,No Rain,0,0,Very Humid,Oppressive,Low,87.35023988,0.5892,75.68608577,0.199516423,2.793914234,6827.76,0
Homestead,15/10/2024,77.57,71.01,85.05,81.73,80.53,82.69,73.08,87,0.01,0.01,125.99,3.19,0.02,12.12,45,1012,96,74.35,2024,10,15,1,4,42,Fall,14.04,2.16,Warm,79.743347,12.1,Calm,77.57,Light,1,0.04,Very Humid,Oppressive,Low,85.27643177,0.5261,75.68608577,0.199516423,1.883914234,6748.59,0.0319
Homestead,16/10/2024,76.4,70.77,83.46,81.65,80.71,82.49,71.97,87,0.01,0.01,124.54,4.58,0.05,20.2,26,1011,96,73.25,2024,10,16,2,4,42,Fall,12.69,1.78,Warm,78.23744,20.15,Calm,76.4,Light,1,0.04,Very Humid,Oppressive,Low,89.85642377,0.5232,75.68608577,0.199516423,0.713914234,6646.8,0.0458
Homestead,17/10/2024,73.87,68.32,80.42,80.17,79.27,81.73,65.25,75,0.02,0.02,162.62,9.49,1.39,24.63,30,1012,96,68.07,2024,10,17,3,4,42,Fall,12.1,2.46,Warm,74.827825,23.24,Light,73.87,Light,1,0.08,Humid,Uncomfortable,Low,81.86568784,0.6131,75.68608577,0.199516423,-1.816085766,5540.25,0.1898
Homestead,18/10/2024,74.76,71.82,77.65,78.37,77.94,79.45,69.31,84,0.2,0.04,35.49,10.27,1.54,28.79,49,1015,96,70.97,2024,10,18,4,4,42,Fall,5.83,1.51,Warm,76.079472,27.25,Moderate,74.76,Moderate,1,0.16,Very Humid,Uncomfortable,Low,79.73851877,1.0488,75.68608577,0.199516423,-0.926085766,6279.84,2.054
Homestead,19/10/2024,77.11,72.91,82.08,78,77.65,78.57,70.79,82,0.09,0.03,135.18,10.55,2.15,34.02,53,1017,96,72.65,2024,10,19,5,4,42,Fall,9.17,0.92,Warm,79.033966,31.87,Moderate,77.11,Light,1,0.12,Very Humid,Oppressive,Low,78.918552,0.9575,75.68608577,0.199516423,1.423914234,6323.02,0.9495
Homestead,20/10/2024,75.75,67.87,84.85,77.91,76.66,79.29,69.19,81,0.05,0.01,215.76,7.02,0.6,24.38,28,1015,96,71.19,2024,10,20,6,4,42,Fall,16.98,2.63,Warm,77.286975,23.78,Light,75.75,Light,1,0.04,Very Humid,Uncomfortable,Moderate,90.26769787,0.6683,75.68608577,0.199516423,0.063914234,6135.75,0.351
Homestead,21/10/2024,76.09,70.72,85.53,78.62,77.61,79.7,71.25,86,0.09,0.04,180.7,5.49,0.51,23.22,17,1012,96,72.67,2024,10,21,0,4,43,Fall,14.81,2.09,Warm,77.818342,22.71,Light,76.09,Light,1,0.16,Very Humid,Oppressive,Low,90.89320111,0.7041,75.68608577,0.199516423,0.403914234,6543.74,0.4941
Homestead,22/10/2024,77.66,72.55,85.5,78.87,77.95,79.88,73.02,86,0.02,0.01,181.57,7.05,0.87,24.52,19,1012,96,74.33,2024,10,22,1,4,43,Fall,12.95,1.93,Warm,79.833908,23.65,Light,77.66,Light,1,0.04,Very Humid,Oppressive,Low,85.59851174,0.705,75.68608577,0.199516423,1.973914234,6678.76,0.141
Homestead,23/10/2024,75.77,68.36,85.5,79.18,78.24,80.1,72.07,89,0.08,0.05,149.76,4.86,0.02,21.38,9,1012,96,73.14,2024,10,23,2,4,43,Fall,17.14,1.86,Warm,77.464649,21.36,Calm,75.77,Light,1,0.2,Very Humid,Oppressive,Low,89.64164168,0.6429,75.68608577,0.199516423,0.083914234,6743.53,0.3888
Homestead,24/10/2024,74.75,68.29,84.85,78.53,77.4,79.45,70.54,88,0.03,0.02,156.39,4.97,0.07,17.6,35,1013,96,71.79,2024,10,24,3,4,43,Fall,16.56,2.05,Warm,76.1294,17.53,Calm,74.75,Light,1,0.08,Very Humid,Oppressive,Low,91.24931056,0.4963,75.68608577,0.199516423,-0.936085766,6578,0.1491
Homestead,25/10/2024,74.29,66.58,84.34,78.17,76.93,79.3,67.55,81,0,0,231.18,5.69,0.02,22.28,43,1017,96,69.67,2024,10,25,4,4,43,Fall,17.76,2.37,Warm,75.436717,22.26,Light,74.29,No Rain,0,0,Very Humid,Uncomfortable,Moderate,94.85483872,0.4421,75.68608577,0.199516423,-1.396085766,6017.49,0
Homestead,26/10/2024,75.1,65.97,84.67,77.85,76.51,79.07,68.81,82,0.03,0.03,208.03,6.51,0.02,19.55,43,1018,96,70.74,2024,10,26,5,4,43,Fall,18.7,2.56,Warm,76.48006,19.53,Light,75.1,Light,1,0.12,Very Humid,Uncomfortable,Moderate,91.39361574,0.5754,75.68608577,0.199516423,-0.586085766,6158.2,0.1953
Homestead,27/10/2024,73.67,67.15,81.1,77.57,76.73,78.67,65.25,76,0,0,191.55,6.63,0.6,23.6,41,1017,96,68,2024,10,27,6,4,43,Fall,13.95,1.94,Warm,74.590436,23,Light,73.67,No Rain,0,0,Humid,Uncomfortable,Low,90.64863319,0.4487,75.68608577,0.199516423,-2.016085766,5598.92,0
Homestead,28/10/2024,74.24,66.18,81.12,76.75,75.94,77.45,68.07,82,0.06,0.05,106.7,7.46,0.83,24.83,48,1017,96,69.99,2024,10,28,0,4,44,Fall,14.94,1.51,Warm,75.387344,24,Light,74.24,Light,1,0.2,Very Humid,Uncomfortable,Low,89.26184194,0.6304,75.68608577,0.199516423,-1.446085766,6087.68,0.4476
Homestead,29/10/2024,77.87,70.95,84.2,76.91,76.15,77.83,69.99,77,0,0,140.64,9.54,0.56,27.69,74,1017,96,72.34,2024,10,29,1,4,44,Fall,13.25,1.68,Warm,79.869767,27.13,Light,77.87,No Rain,0,0,Humid,Uncomfortable,Low,80.69445682,0.7751,75.68608577,0.199516423,2.183914234,5995.99,0
Homestead,30/10/2024,78.97,74.01,83.97,77.65,76.84,78.64,72.22,80,0.09,0.03,173.14,13.51,4.25,30.42,81,1018,96,74.15,2024,10,30,2,4,44,Fall,9.96,1.8,Warm,81.33808,26.17,Moderate,78.97,Light,1,0.12,Humid,Oppressive,Low,70.91998177,1.1689,75.68608577,0.199516423,3.283914234,6317.6,1.2159
Homestead,31/10/2024,78.34,75.07,84.99,77.76,76.86,78.6,69.28,74,0,0,217.48,11.55,1.54,26.31,79,1016,96,72,2024,10,31,3,4,44,Fall,9.92,1.74,Warm,80.376628,24.77,Moderate,78.34,No Rain,0,0,Humid,Uncomfortable,Moderate,72.74477996,0.879,75.68608577,0.199516423,2.653914234,5797.16,0
Homestead,01/11/2024,78.75,74.39,84.85,78.04,77.11,79.16,71.73,79,0,0,201.95,10,1.32,27,76,1015,96,73.75,2024,11,1,4,4,44,Fall,10.46,2.05,Warm,81.031125,25.68,Light,78.75,No Rain,0,0,Humid,Oppressive,Moderate,80.2568955,0.8375,75.68608577,0.199516423,3.063914234,6221.25,0
Homestead,02/11/2024,77.85,72.86,84.96,78.52,77.56,79.57,72.99,85,0.16,0.06,188.49,7.72,0.96,23.17,61,1014,95,74.36,2024,11,2,5,4,44,Fall,12.1,2.01,Warm,80.051925,22.21,Light,77.85,Moderate,1,0.24,Very Humid,Oppressive,Low,84.3031567,1.0213,75.68608577,0.199516423,2.163914234,6617.25,1.2352
Homestead,03/11/2024,76.36,68.59,83.66,78.15,77.25,78.98,70.68,83,0.06,0.03,170.73,9.07,0.38,28.25,63,1013,96,72.36,2024,11,3,6,4,44,Fall,15.07,1.73,Warm,78.102004,27.87,Light,76.36,Light,1,0.12,Very Humid,Oppressive,Low,82.80954945,0.8008,75.68608577,0.199516423,0.673914234,6337.88,0.5442
Homestead,04/11/2024,78.19,71.1,84.24,77.79,76.95,78.49,71.68,81,0.02,0.01,169,11.28,0.47,29.5,71,1012,96,73.56,2024,11,4,0,4,45,Fall,13.14,1.54,Warm,80.379187,29.03,Moderate,78.19,Light,1,0.04,Very Humid,Oppressive,Low,76.92045997,0.9007,75.68608577,0.199516423,2.503914234,6333.39,0.2256
Homestead,05/11/2024,80.04,76.57,84.56,78.51,77.85,79.36,76.16,88,0.01,0.01,121.18,14.49,4.12,31.9,87,1010,96,77.19,2024,11,5,1,4,45,Fall,7.99,1.51,Warm,82.955616,27.78,Moderate,80.04,Light,1,0.04,Very Humid,Oppressive,Low,62.04510408,1.1016,75.68608577,0.199516423,4.353914234,7043.52,0.1449
Homestead,06/11/2024,81.49,79.25,85.44,79.52,79,80.17,77.68,88,0.01,0.01,100.25,14.13,4.47,34.25,102,1010,96,78.65,2024,11,6,2,4,45,Fall,6.19,1.17,Warm,84.826696,29.78,Moderate,81.49,Light,1,0.04,Very Humid,Oppressive,Low,62.17667448,1.1597,75.68608577,0.199516423,5.803914234,7171.12,0.1413
Homestead,07/11/2024,80.69,76.89,84.34,79.85,79.36,80.37,75.96,86,0.01,0.01,111.03,13.62,5.14,28.07,105,1011,96,77.21,2024,11,7,3,4,45,Fall,7.45,1.01,Warm,83.723822,22.93,Moderate,80.69,Light,1,0.04,Very Humid,Oppressive,Low,65.45471785,1.0993,75.68608577,0.199516423,5.003914234,6939.34,0.1362
Homestead,08/11/2024,79.04,73.49,85.5,79.72,78.75,80.64,72.83,82,0,0,196.29,8.38,1.14,22.62,92,1011,96,74.58,2024,11,8,4,4,45,Fall,12.01,1.89,Warm,81.486224,21.48,Light,79.04,No Rain,0,0,Very Humid,Oppressive,Low,83.80867979,0.7872,75.68608577,0.199516423,3.353914234,6481.28,0
Homestead,09/11/2024,76.74,68.43,84.38,79.08,78.01,79.88,70.67,82,0,0,189.59,7.42,0.36,22.82,70,1012,96,72.46,2024,11,9,5,4,45,Fall,15.95,1.87,Warm,78.563844,22.46,Light,76.74,No Rain,0,0,Very Humid,Oppressive,Low,87.86938959,0.6338,75.68608577,0.199516423,1.053914234,6292.68,0
Homestead,10/11/2024,78.8,75.61,84.56,78.97,78.19,79.81,72.6,82,0,0,167.67,10.39,1.52,28.83,84,1012,96,74.36,2024,11,10,6,4,45,Fall,8.95,1.62,Warm,81.18128,27.31,Moderate,78.8,No Rain,0,0,Very Humid,Oppressive,Low,78.34802342,0.8556,75.68608577,0.199516423,3.113914234,6461.6,0
Homestead,11/11/2024,77.21,68.79,84.36,79,77.86,79.95,73.44,89,0,0,120,4.28,0.18,14.2,58,1009,96,74.5,2024,11,11,0,4,46,Fall,15.57,2.09,Warm,79.327577,14.02,Calm,77.21,No Rain,0,0,Very Humid,Oppressive,Low,87.1579656,0.5317,75.68608577,0.199516423,1.523914234,6871.69,0
Homestead,12/11/2024,78.15,71.91,86.02,79.43,78.42,80.37,73.23,86,0,0,154.36,6.33,0.02,19.98,54,1009,96,74.61,2024,11,12,1,4,46,Fall,14.11,1.95,Warm,80.46297,19.96,Light,78.15,No Rain,0,0,Very Humid,Oppressive,Low,87.31150413,0.6607,75.68608577,0.199516423,2.463914234,6720.9,0
Homestead,13/11/2024,77.61,70.77,83.88,78.99,78.28,79.65,69.97,78,0,0,153.51,10.46,0.98,32.93,66,1012,96,72.24,2024,11,13,2,4,46,Fall,13.11,1.37,Warm,79.568814,31.95,Moderate,77.61,No Rain,0,0,Humid,Uncomfortable,Low,78.97267669,0.7989,75.68608577,0.199516423,1.923914234,6053.58,0
Homestead,14/11/2024,74.79,66.4,82.72,78.25,77.34,79.12,65.9,75,0,0,179.05,6.7,0.25,22.12,78,1010,96,68.76,2024,11,14,3,4,46,Fall,16.32,1.78,Warm,75.975525,21.87,Light,74.79,No Rain,0,0,Humid,Uncomfortable,Low,89.09234758,0.5075,75.68608577,0.199516423,-0.896085766,5609.25,0
Homestead,15/11/2024,74.07,62.91,84.97,77.83,76.15,79.41,66.87,80,0,0,193.62,3.37,0.05,15.46,13,1008,96,69.15,2024,11,15,4,4,46,Fall,22.06,3.26,Warm,75.14448,15.41,Calm,74.07,No Rain,0,0,Humid,Uncomfortable,Low,92.69503609,0.3383,75.68608577,0.199516423,-1.616085766,5925.6,0
Homestead,16/11/2024,72.69,63.64,80.62,77.79,76.69,78.85,62.31,72,0,0,189.55,6.73,0.11,21.74,42,1011,96,65.88,2024,11,16,5,4,46,Fall,16.98,2.16,Warm,73.329144,21.63,Light,72.69,No Rain,0,0,Humid,Sticky,Low,88.21016064,0.4037,75.68608577,0.199516423,-2.996085766,5233.68,0
Homestead,17/11/2024,73.46,63.39,81.5,77.11,76.32,77.81,62.75,70,0,0,115.45,6.31,0.02,20.51,53,1013,96,66.4,2024,11,17,6,4,46,Fall,18.11,1.49,Warm,74.25926,20.49,Light,73.46,No Rain,0,0,Humid,Sticky,Low,87.54354189,0.4254,75.68608577,0.199516423,-2.226085766,5142.2,0
Homestead,18/11/2024,75.24,70.5,79.9,77.07,76.5,77.67,62.89,66,0,0,91.71,6.4,0.11,20.74,98,1012,96,67.06,2024,11,18,0,4,47,Fall,9.4,1.17,Warm,76.381272,20.63,Light,75.24,No Rain,0,0,Humid,Sticky,Low,83.47254415,0.518,75.68608577,0.199516423,-0.446085766,4965.84,0
Homestead,19/11/2024,74.99,67.82,82.8,77.02,76.17,77.83,64.25,70,0,0,129.9,5.8,0.02,19.86,115,1011,96,67.8,2024,11,19,1,4,47,Fall,14.98,1.66,Warm,76.14269,19.84,Light,74.99,No Rain,0,0,Humid,Sticky,Low,88.045271,0.4815,75.68608577,0.199516423,-0.696085766,5249.3,0
Homestead,20/11/2024,75.36,64.67,84.16,76.88,75.76,77.88,69.73,83,0,0,128.22,6.93,0.27,23.87,180,1008,96,71.43,2024,11,20,2,4,47,Fall,19.49,2.12,Warm,76.828104,23.6,Light,75.36,No Rain,0,0,Very Humid,Uncomfortable,Low,89.37870257,0.5452,75.68608577,0.199516423,-0.326085766,6254.88,0
Homestead,21/11/2024,70.75,56.75,77.56,77.48,76.8,78.31,63.86,80,0,0,185.54,6.99,0.31,20.92,336,1008,96,66.18,2024,11,21,3,4,47,Fall,20.81,1.51,Warm,70.948,20.61,Light,70.75,No Rain,0,0,Humid,Sticky,Low,94.04664132,0.3171,75.68608577,0.199516423,-4.936085766,5660,0
Homestead,22/11/2024,61.24,49.53,72.93,74.47,73.26,76.71,49.31,67,0,0,206.68,6.56,0.05,25.72,325,1011,96,54.5,2024,11,22,4,4,47,Fall,23.4,3.45,Mild,59.303164,25.67,Light,61.24,No Rain,0,0,Humid,Dry,Moderate,81.75606004,0.7004,75.68608577,0.199516423,-14.44608577,4103.08,0
Homestead,23/11/2024,55.97,45.21,70.99,71.98,70.5,73.53,47.76,77,0,0,206.94,3.84,0.05,17.6,342,1014,96,51.49,2024,11,23,5,4,47,Fall,25.78,3.03,Mild,52.404977,17.55,Calm,55.97,No Rain,0,0,Humid,Dry,Moderate,86.21583408,0.8551,75.68608577,0.199516423,-19.71608577,4309.69,0
Homestead,24/11/2024,61.35,45.91,76.89,70.73,68.97,72.34,54.76,81,0,0,163.24,4.64,0.34,16.69,31,1017,96,57.42,2024,11,24,6,4,47,Fall,30.98,3.37,Mild,59.037855,16.35,Calm,61.35,No Rain,0,0,Very Humid,Comfortable,Low,92.95393261,0.6181,75.68608577,0.199516423,-14.33608577,4969.35,0
Homestead,25/11/2024,68.21,57.92,80.6,71.64,70.21,73.31,62.23,82,0,0,154.76,5.96,0.54,20.4,37,1017,96,64.32,2024,11,25,0,4,48,Fall,22.68,3.1,Mild,67.725626,19.86,Light,68.21,No Rain,0,0,Very Humid,Sticky,Low,95.07864161,0.3279,75.68608577,0.199516423,-7.476085766,5593.22,0
Homestead,26/11/2024,70.31,60.3,82.71,72.72,71.17,74.48,64.84,84,0,0,162.17,4.28,0.02,17.18,31,1016,96,66.66,2024,11,26,1,4,48,Fall,22.41,3.31,Warm,70.395932,17.16,Calm,70.31,No Rain,0,0,Very Humid,Sticky,Low,94.74546932,0.1867,75.68608577,0.199516423,-5.376085766,5906.04,0
Homestead,27/11/2024,67.41,57.79,80.83,73.2,71.69,74.62,61.85,84,0,0,184.41,4.39,0.05,17.31,32,1013,96,63.81,2024,11,27,2,4,48,Fall,23.04,2.93,Mild,66.692052,17.26,Calm,67.41,No Rain,0,0,Very Humid,Sticky,Low,93.84058748,0.3051,75.68608577,0.199516423,-8.276085766,5662.44,0
Homestead,28/11/2024,69.47,56.62,84.04,73.04,71.33,74.66,63.86,84,0,0,142.01,2.89,0,10.36,7,1011,96,65.76,2024,11,28,3,4,48,Fall,27.42,3.33,Mild,69.323084,10.36,Calm,69.47,No Rain,0,0,Very Humid,Sticky,Low,90.8970141,0.1421,75.68608577,0.199516423,-6.216085766,5835.48,0
Homestead,29/11/2024,72.61,61.63,85.71,73.99,72.19,75.99,67.12,84,0,0,168.57,3.61,0.02,12.88,333,1011,96,68.87,2024,11,29,4,4,48,Fall,24.08,3.8,Warm,73.333492,12.86,Calm,72.61,No Rain,0,0,Very Humid,Uncomfortable,Low,91.49344687,0.2749,75.68608577,0.199516423,-3.076085766,6099.24,0
Homestead,30/11/2024,68.95,63.14,77.86,74.56,73.49,75.49,63.86,85,0,0,168.7,7.17,0.74,22.97,354,1014,96,65.59,2024,11,30,5,4,48,Fall,14.72,2,Mild,68.655475,22.23,Light,68.95,No Rain,0,0,Very Humid,Sticky,Low,90.0877602,0.3393,75.68608577,0.199516423,-6.736085766,5860.75,0
Homestead,01/12/2024,66.52,59.45,74.41,74.05,73.02,74.88,60.65,82,0,0,175.34,7.83,0.54,24.32,344,1015,95,62.77,2024,12,1,6,4,48,Winter,14.96,1.86,Mild,65.578312,23.78,Light,66.52,No Rain,0,0,Very Humid,Sticky,Low,88.84730156,0.4872,75.68608577,0.199516423,-9.166085766,5454.64,0
Homestead,02/12/2024,62.43,54.32,73.44,72.45,71.31,73.96,51.49,68,0,0,179.53,8.99,1.27,23.96,355,1018,96,56.09,2024,12,2,0,4,49,Winter,19.12,2.65,Mild,60.731292,22.69,Light,62.43,No Rain,0,0,Humid,Comfortable,Low,76.38301482,0.7381,75.68608577,0.199516423,-13.25608577,4245.24,0
Homestead,03/12/2024,59.7,49.93,70.14,70.76,69.73,72.07,42.74,57,0,0,184.08,7.47,0.67,22.53,354,1022,96,50.82,2024,12,3,1,4,49,Winter,20.21,2.34,Mild,57.76257,21.86,Light,59.7,No Rain,0,0,Comfortable,Dry,Low,71.41904108,0.8138,75.68608577,0.199516423,-15.98608577,3402.9,0
Homestead,04/12/2024,59.9,49.93,72.34,69.15,67.71,70.3,50.25,72,0,0,161.82,6.26,0.56,22.77,16,1021,96,54.42,2024,12,4,2,4,49,Winter,22.41,2.59,Mild,57.50024,22.21,Light,59.9,No Rain,0,0,Humid,Comfortable,Low,85.22296792,0.7554,75.68608577,0.199516423,-15.78608577,4312.8,0
Homestead,05/12/2024,63.24,51.75,78.17,69.43,67.89,70.99,56.65,81,0.02,0.02,133.46,3.73,0.09,12.59,15,1018,96,59.21,2024,12,5,3,4,49,Winter,26.42,3.1,Mild,61.433052,12.5,Calm,63.24,Light,1,0.08,Very Humid,Comfortable,Low,91.55334801,0.5272,75.68608577,0.199516423,-12.44608577,5122.44,0.0746
Homestead,06/12/2024,65.69,54.63,79.72,70.19,68.56,71.96,57.7,78,0,0,171.68,3.16,0.07,12.68,329,1017,96,60.73,2024,12,6,4,4,49,Winter,25.09,3.4,Mild,64.580606,12.61,Calm,65.69,No Rain,0,0,Humid,Comfortable,Low,90.85443118,0.3419,75.68608577,0.199516423,-9.996085766,5123.82,0
Homestead,07/12/2024,65.87,56.97,78.39,70.57,69.35,71.83,59.35,81,0,0,165.14,6.71,1.07,21.99,22,1019,96,61.76,2024,12,7,5,4,49,Winter,21.42,2.48,Mild,64.766051,20.92,Light,65.87,No Rain,0,0,Very Humid,Comfortable,Low,92.26676433,0.4749,75.68608577,0.199516423,-9.816085766,5335.47,0
Homestead,08/12/2024,63.56,51.4,75.94,69.98,68.67,71.02,57.8,83,0,0,145.23,5.63,0.13,20.42,46,1019,96,60,2024,12,8,6,4,49,Winter,24.54,2.35,Mild,61.796084,20.29,Light,63.56,No Rain,0,0,Very Humid,Comfortable,Low,92.51414527,0.5472,75.68608577,0.199516423,-12.12608577,5275.48,0
Homestead,09/12/2024,66.04,54.3,79.38,69.91,68.34,71.56,60.19,83,0,0,176.1,5.08,0.02,18.88,71,1017,96,62.32,2024,12,9,0,4,50,Winter,25.08,3.22,Mild,64.955356,18.86,Light,66.04,No Rain,0,0,Very Humid,Sticky,Low,95.53982614,0.4012,75.68608577,0.199516423,-9.646085766,5481.32,0
Homestead,10/12/2024,68.74,57.54,79.16,70.52,69.22,71.78,64.98,89,0,0,87.57,4.43,0.02,15.86,78,1016,96,66.23,2024,12,10,1,4,50,Winter,21.62,2.56,Mild,68.369938,15.84,Calm,68.74,No Rain,0,0,Very Humid,Sticky,Low,91.31577982,0.2402,75.68608577,0.199516423,-6.946085766,6117.86,0
Homestead,11/12/2024,73.48,62.1,83.7,71.9,70.54,73.53,68.64,85,0,0,140.65,7.87,1.16,26.66,174,1015,96,70.14,2024,12,11,2,4,50,Winter,21.6,2.99,Warm,74.45614,25.5,Light,73.48,No Rain,0,0,Very Humid,Uncomfortable,Low,86.51385416,0.4888,75.68608577,0.199516423,-2.206085766,6245.8,0
Homestead,12/12/2024,64.44,55.22,75.85,71.42,70.36,73.17,53.91,69,0,0,118.78,10.27,1.79,26.48,16,1020,96,58.16,2024,12,12,3,4,50,Winter,20.63,2.81,Mild,63.173988,24.69,Moderate,64.44,No Rain,0,0,Humid,Comfortable,Low,74.71014375,0.6888,75.68608577,0.199516423,-11.24608577,4446.36,0
Homestead,13/12/2024,70.89,65.89,77.79,71.37,70.36,72.66,59.26,67,0,0,168.2,8.46,0.49,24.29,46,1022,96,63.49,2024,12,13,4,4,50,Winter,11.9,2.3,Warm,71.086779,23.8,Light,70.89,No Rain,0,0,Humid,Comfortable,Low,81.03232269,0.3829,75.68608577,0.199516423,-4.796085766,4749.63,0
Homestead,14/12/2024,69.97,62.28,77.7,71.72,70.81,72.54,64.99,85,0.16,0.07,119.27,7.51,1.03,29.24,40,1020,96,66.65,2024,12,14,5,4,50,Winter,15.42,1.73,Mild,69.961585,28.21,Light,69.97,Moderate,1,0.28,Very Humid,Sticky,Low,89.6293515,0.6219,75.68608577,0.199516423,-5.716085766,5947.45,1.2016
Homestead,15/12/2024,74.01,70.63,79.59,72.31,71.67,73.17,68.09,82,0.03,0.01,152.48,10.54,1.34,30.69,58,1018,96,69.93,2024,12,15,6,4,50,Winter,8.96,1.5,Warm,75.095106,29.35,Moderate,74.01,Light,1,0.04,Very Humid,Uncomfortable,Low,80.81139211,0.6821,75.68608577,0.199516423,-1.676085766,6068.82,0.3162
Homestead,16/12/2024,73.87,67.26,81.86,72.86,71.92,73.94,69.9,88,0.04,0.03,144.92,8.5,0.89,27.09,46,1016,96,71.1,2024,12,16,0,4,51,Winter,14.6,2.02,Warm,74.993848,26.2,Light,73.87,Light,1,0.12,Very Humid,Uncomfortable,Low,82.46054152,0.6135,75.68608577,0.199516423,-1.816085766,6500.56,0.34
